,Text,Date
30,""" የፖለቲካ ሥርዓቱ እስካልተረጋጋ ድረስ የኢኮኖሚ ዕድገት ሊኖር አይችልም "" - ዶ/ር ዲማ ነጋዎ 

ሪፖርተር ጋዜጣ ዛሬ ባሰራጨው ዕትሙ ፤ በ6ኛው አገራዊ ምርጫ በግል ተወዳድረው ያሸነፉት፤ የሕ/ተ/ ም/ቤት አባል እንዲሁም በአሁኑ ወቅት የም/ቤቱ የውጭ ግንኙነትና ሰላም ጉዳዮች ቋሚ ኮሚቴ ሰብሳቢ የሆኑት ዶ/ር ዲማ ነጋዎን ቃለ ምልልስ አድርጓል።

በዚህ ቃለምልልስ ፥ ከ120 ሚሊዮን በላይ ሕዝብ እንዳለ በሚነገርባት ኢትዮጵያ ውስጥ፤ ለዚህ ሕዝብ የሚመጥን ወጥ የሆኑ ጠንካራ አገራዊ  ፓርቲዎች መመሥረት  ለምን አልተቻለም ? ሲሉ ተጠይቀው ተከታዩን ምላሽ ሰጥተዋል።

ዶ/ር ዲማ ነጋዎ ፦

"" አንደኛው ግለኝነት ነው፡፡ እስካሁን ባለኝ አረዳድ የኢትዮጵያ ሕዝብ በቡድን መሥራት ላይ ክፍተት አለበት፡፡ ለዚህ ማሳያ አንድ ምሳሌ ልጥቀስልህ፡፡ በኢትዮጵያ ስፖርት ውስጥ የቡድን ስፖርትና የግል ስፖርት አለ፡፡ እኛ እንደ አገር የቡድን ስፖርት አሸንፈን አናውቅም፡፡ ነገር ግን በግል በሚደረገው የሩጫ ስፖርት ካየህ ልህቀት አለን፡፡ 

ወደ ፖለቲካ ስንመጣ ግን መሆን የነበረበት የቡድን ስፖርት ነበር፡፡ በቡድን አብሮ መሥራትና ተቀናጅቶ መንቀሳቀስ እንጂ፣ በቡድን ውስጥ እኔ ያልኩት ብቻ ከሆነ ግን አይሠራም፡፡  ሁሉም የሚያነሳው ጉዳይ ወደ አንድ መጥቶ ነው በጋራ የሚወሰነው። 

በእኛ ፖለቲካ ውስጥ የምታየው እኔ ያልኩት ብቻ ይሁን የሚለው ነገር ትልቅ ቦታ አለው፡፡ 

በፖለቲካ ደግሞ ግለሰቦች በምኞት የሚፈልጓትን ኢትዮጵያ ብቻ የሚቀርፁበት ሁኔታ ይታያል ፤ ነገር ግን የፖለቲካ ሥራ የሚከናወነው አብዛኛው ሕዝብ ምን እንደሚፈልግ ተመሥርቶ መሆን አለበት፡፡ 

ማንኛውም ኅብረተሰብ ውስጥ ዳርና ዳር የቆሙ ሰዎች አሉ፡፡ የኢትዮጵያ ፖለቲካ ውስጥ ተሰሚነት ያላቸው ጫፍ የረገጡ ቡድኖች ናቸው፣ በቀኝም በግራም በኩል የቆሙ ማለት ነው፡፡ በተለይ ደግሞ የማኅበራዊ ሚዲያው እነዚህን ዳር የረገጡ ሰዎች ድምፅ እያጎላ ነው የሚሄደው፡፡

አብዛኛው ኅብረተሰብ በእጁ ስልክ አለው፣ እሷን ሲያዳምጥ ይውላል፡፡ በቃ ፖለቲካችን ያ ነው ለእኛ፡፡ ፖለቲካ ግን ከመሀል ነው የሚጀምረው፡፡ ይህ ማለት ከመሀል ገብተህ አብዛኛው ኢትዮጵያዊ ምን ዓይነት አስተሳሰብ ነው የሚፈልገው ? ምናልባት ሁላችንም የምንፈልገው አንድ ዓይነት ላይሆን ይችላል፡፡ ነገር ግን ይህን ማቻቻልና ሁላችንንም የሚያስማማ ዘላቂ የሆነ የፖለቲካ ሥርዓትና ዕድገት በማምጣት፣ ይህንን ሕዝብ ከድህነት ማውጣት አለብን፡፡ 

የፖለቲካ ሥርዓቱ እስካልተረጋጋ ድረስ የኢኮኖሚ ዕድገት ሊኖር አይችልም፡፡ ባለፉት ሁለትና ሦስት ዓመታት በአገሪቱ  የነበረው ጦርነት 5 ዓመት ነው ወደኋላ የመለሰን፡፡ 

የዛሬ አምስት ዓመት የነበርንበት ጊዜ ላይ ለመድረስ ወደፊት አሥር ዓመታት ያስፈልጉናል፡፡ ያልተረጋጋ የፖለቲካ ሥርዓት ይህ ነው ችግሩ፡፡ 

የኢኮኖሚ ዕድገት ለማምጣትና ሕዝቡን ከድህነት ለማውጣት ሲታሰብ ከባድ ነው፡፡ አሁን አዲስ አበባ ውስጥ የሚኖረው ሕዝብ እኔ ምን በልቶ እንደሚያድር አላውቅም፡፡ በእውነቱ አንዳንዴ ለመገመትም ያስቸግራል፡፡ 

ድሮ ከተማው ውስጥ እንደነበረው አገልግሎት በገጠሩ ስላልነበረ፣ ገጠር ነበር በብዛት ሰው በድህነት የሚኖረው፡፡ 

አሁን አብዛኛው ደሃ ያለው ከተማ ውስጥ ነው፣ በተለይ ደግሞ ትልልቅ ከተሞች ውስጥ፡፡  የገጠሩን ስታይ ይብዛም ይነስም አርሶም ቆፍሮም የሚበላው ያገኛል። 

አሁን አብዛኛው ሕዝብ #እያማረረ ነው፡፡ በዚህ ጊዜ ከተማ ውስጥ የተከማቸውና በኑሮ ውድነቱ የተማረረ ሕዝብ ለፖለቲካ ሥርዓቱም አሥጊ ነው፡፡ ተገቢው ምላሽ መሰጠት አለበት። ""

ሙሉ ቃለምልልሱ፦ www.ethiopianreporter.com/119191/

@tikvahethiopia",2023-06-04 14:52:50+00:00
31,,2023-06-04 14:52:50+00:00
32,""" ኢትዮጵያ ሁሉም ለፍቶ የገነባት አገር ናት ፤ አንድነቷን ጠብቆ ለማቆየት በጋራና በትብብር መስራት ይገባል "" - አቶ ሀይሩ አህመዲን

3ኛው ዙር የቀቤና ብሄረሰብ የታሪክ፣ የቋንቋና የባህል ሲምፖዚየም በወልቂጤ ከተማ ሲካሄድ ውሏል።

ዛሬ በነበረው መድረክ ፤ "" የቀቤና ህዝብ ታሪክ በአገር ግንባታ "" በሚል ርዕስ የውይይት መነሻ ጽሁፍ ቀርቦ ነበር።

ፅሁፉን ያቀረቡት አቶ ሀይሩ አህመዲን ሲሆኑ ፤ "" በአገር ግንባታ ሂደት ሁሉም የኢትዮጵያ ህዝብ አስተዋጽኦ አድርጓል "" ብለዋል። 

"" ኢትዮጵያ ሁሉም ለፍቶ የገነባት አገር መሆኗን በመገንዘብ አንድነቷን ጠብቆ ለማቆየት በጋራና በትብብር መንፈስ መስራት ይገባል "" ሲሉ አስገንዝበዋል።

የቀቤና ብሄረሰብ ከአጎራባች ህዝቦች ጋር በመተባበር ለአገር አንድነት መጠናከር የበኩሉን እየተወጣ እንደሚገኝ መግለፃቸውን ኢዜአ ዘግቧል።

በትላንትናው ዕለት በቀቤና ልማት ማህበር በወልቂጤ ከተማ የተገነባ "" የቀቤና ባህል ማዕከል "" ተመርቋል።

@tikvahethiopia",2023-06-04 14:52:30+00:00
33,,2023-06-04 14:52:30+00:00
34,,2023-06-04 14:52:30+00:00
35,,2023-06-04 14:52:30+00:00
36,,2023-06-04 14:52:30+00:00
37,"የኤሌክትሪክ ፍጆታ ክፍያዎን
በኢትዮጵያ ንግድ ባንክ የሞባይል ባንኪንግ አገልግሎት እና በሲቢኢ ብር 
ባሉበት፣ በየትኛውም ሰዓት፣ በማንኛውም የስልክ አይነት መቾትዎ እንደተጠበቀ 
በቀላሉ መክፈል ይችላሉ!

**********************
የሞባይል ባንኪንግ አገልግሎት ተጠቃሚ ካልሆኑ አቅራቢያዎ ወደሚገኝ የባንኩ ቅርንጫፍ በመቅረብ የአገልግሎቱ ተጠቃሚ መሆን የሚችሉ ሲሆን፣ የሲቢኢ ብር አገልግሎት መጠቀም ካልጀመሩ ደግሞ

• ወደ *847# በመደወል፣ ወይም 
• የሲቢኢ ብር መተግበሪያን ከ Play Store ወይም App Store በማውረድ ተመዝግበው የአገልግሎቱ ተጠቃሚ መሆን ይችላሉ፡፡ 

ለበለጠ መረጃ ወደ 951 ነጻ የጥሪ ማዕከል ይደውሉ።

የሲቢኢ ብር መተግበሪን ለማውረድ የሚከተሉትን ማስፈንጠሪያዎች ይጠቀሙ፡

• ለአንድሮይድ ስልኮች፡
https://play.google.com/store/apps/details?id=prod.cbe.birr

• ለአፕል ስልኮች፡
https://apps.apple.com/us/app/cbebirr/id1600841787",2023-06-04 14:52:07+00:00
38,"#UAE

በአቡዳቢ የኢትዮጰያ ኦርቶዶክስ ተዋሕዶ የመቃኞ ቤተ ክርስቲያን ለመንፈሳዊ አገልግሎት ክፍት ተደረገ።

ብፁዕ ወቅዱስ አቡነ ማትያስ ቀዳማዊ ፓትርያርክ ርዕሰ ሊቃነ ጳጳሳት ዘኢትዮጵያ ሊቀ ጳጳስ ዘአክሱም ወእጨጌ ዘመንበረ ተክለ ሃይማኖት ዛሬ በተባበሩት አረብ ኤሜሬቶች / UAE ፤ #አቡዳቢ የኢትዮጰያ ኦርቶዶክስ ተዋሕዶ የመቃኞ ቤተ ክርስቲያንን መርቀውና ባርከው ለመንፈሳዊ አገልግሎት ክፍት አድርገዋል። 

የቤተ ክርስቲያኑ መቃረቢያ ቤት ዛሬ በተመረቀበት ወቅት ቡራኬ የሰጡት ብፁዕ ወቅዱስ ፓትርያርኩ ፤ "" በምትፈልጉት ጊዜ ከፍታችሁ የምትገቡበት ቤተክርስቲያን ስላገኛችሁ ደስ ብሎናል። ይህንን የሚያህል ስፋት ያለውም አይቼ አላውቅም። "" ብለዋል። 

Via Ethiopian Embassy - UAE

@tikvahethiopia",2023-06-03 19:20:57+00:00
39,,2023-06-03 19:20:57+00:00
40,,2023-06-03 19:20:57+00:00
41,,2023-06-03 19:20:57+00:00
42,,2023-06-03 19:20:57+00:00
43,,2023-06-03 19:20:57+00:00
44,,2023-06-03 19:20:57+00:00
45,,2023-06-03 19:20:57+00:00
46,"የኢሚግሬሽን እና ዜግነት አገልግሎት ?

የኢሚግሬሽን እና ዜግነት አገልግሎት ፤ በውስጡ ባለው #ሙስና እና ብለሹ አሰራሮች ምክንያት እጅግ በርካቶች ይማረሩበታል፤ በተደጋጋሚ ጊዜ የዚህ መስሪያ ቤት ጉዳይ ቢነገርም ችግሩ ግን ዛሬም ድረስ ሊቆም አልቻለም።

ዜጎች #በህጋዊ መንገድ ማግኘት ያለባቸውን አገልግሎት በሙስና ሰንሰለት በተጣመሩ አካላት ምክንያት ከፍተኛ ክፍያ እንዲከፍሉና ከሌሎች በፊታ ያለ አንዳች ወረፋ አገልግሎት እንዲያገኙ ይደረጋል።

በዚህ መስሪያ  ቤት የአገልግሎት አሰጣጥ የሚማረሩ፣ የሚበሳጩ እና እንግልት የደረሰባቸው በርካቶች ናቸው።

ከሰሞኑን ደግሞ ብሔራዊ ቴሌቪዥን ጣብያ (ኢቲቪ) አንድ የምርመራ ጋዜጠኝነት ስራ ሰርቶ አየር ላይ አውሎ ነበር።

በዚህ የምርመራ ስራም በኢሚግሬሽን እና ዜግነት አገልግሎት ውስጥ ፦

-   በፓስፖርት እድሳት እና ከአስቸኳይ ፓስፖርት አሰጣጥ ጋር ተያይዞ ዜጎች ለሕገ-ወጥ አሠራር ተጋላጭ ሆነዋል።

- በሕጋዊ መንገድ ከ6 ሺህ 500 ብር በታች በሆነ ወጪ መጨረስ የሚቻለውን ፓስፖርት እስከ 40 ሺህ ብር በመክፈል አገልግሎት እንዲያገኙ እንደሚደረግ ተረጋግጧል።

- ዜጎች መብታቸው ለሆነው አገልግሎት ሕገ-ወጥ ክፍያ እንዲከፍሉ ይጠየቃሉ ፤ ተቋሙ ባለበት አካባቢ እስከ ውስጥ ድረስ የተያያዘ የሙስና ሰንሰለት አለ። 

ለመሆኑ ይህ ተቋም ይህን ሁሉ ችግሮች ለመቅረፍ ምን እያደረገ ነው ?

ቃላቸው ለብሔራዊ ቴሌቪዥን ጣቢያ የሰጡት የኢሚግሬሽንና ዜግነት አገልግሎት ዋና ዳሬክተር አቶ ብሩህተስፋ ሙሉጌታ  ፦

"" ከ33 በላይ የተቋሙ ሠራተኞች ላይ የሥነ -ምግባር እርምጃ ቢወስድም ዛሬም ግን በሙስና እና በብልሹ አሠራር እየተፈተንን ነው።

ዜጎች በተቋሙ አገልግሎት አሰጣጥ ዙሪያ ቅሬታ ካላቸው ከቅሬታ ሰሚ ዴስክ አንሥቶ እስከ ተቋሙ ከፍተኛ አመራሮች ድረስ በመገናኘት ቅሬታቸውን ቢያሰሙ እርምጃ ለመውሰድ ዝግጁ ነን።  

ችግሩን በዘላቂነት ለመፍታትም 95 በመቶ የሚሆነው ከፓስፖርት ሕትመት ጋር ተያይዞ ያሉ ግብዓቶች ጭምር በሀገር ውስጥ እንዲሆኑ የሚያስችሉ ሥራዎች ተጠናቀዋል።

አገልግሎቱ እንዲጓደል የሚያደርጉ የተቋሙ ሠራተኞች በቅርብ በሚካሄድ የአደረጃጀት ሪፎርም ላይ ይጋለጣሉ እርምጃም ይወሰድባቸዋል። "" ሲሉ ተናግረዋል።

@tikvahethiopia",2023-06-03 12:52:34+00:00
47,,2023-06-03 12:52:34+00:00
48,"ፎቶ፦ በአዲስ አበባ ከተማ በፀጥታ ኃይሎች በተተኮሰ ጥይት የተገደሉ ምዕመናን ስርዓተ ቀብራቸው ተፈፀመ።

ስርዓተ ቀብራቸው የተፈፀመው በኮልፌ መካነ መቃብር ሲሆን በስርዓተ ቀብሩ ላይ እጅግ በርካታ ሙስሊም ማህበረሰብ ተገኝቶ ነበር። 

በዛሬው ዕለት ስርዓተ ቀብራቸው የተፈፀመው ዘቡር ሙደሲር፣ አንዋር ሱሩር፣  ኢብራሂም ደንበል፣ ጀሚል ሪድዋን ናቸው።

ጀሚል ሪድዋን ባለፈው ሳምንት በአንዋር መስጅድ ከፍተኛ ጉዳት ደርሶበት ህክምና ሲከታተል ቆይቶ ህይወቱ በማለፉ በዛሬው እለት ስርዓተ ቀብሩ ተፈፅሟል።

Credit : Harun Media

@tikvahethiopia",2023-06-03 12:51:18+00:00
49,,2023-06-03 12:51:18+00:00
50,,2023-06-03 12:51:18+00:00
51,,2023-06-03 12:51:18+00:00
52,,2023-06-03 12:51:18+00:00
53,"#MyWishEnterprise

DEVELON (ዲቬሎን) የሚለው አዲሱ የዱሳን ስያሜ የ Develop (“ማደግ”) እና Onward (“ወደፊት”) ቃላቶች ውህድ ሲሆን፤ በኮንስትራክሽን ማሽነሪ ዘርፍ ያሳረፍነዉን ትልቅ አሻራ በማጎልበት በጎ ነገሮችን ይዘን “ወደፊት ለማደግ” ያለንን ምኞት ያንፀባርቃል። 

• ከአዲሱ የብራንድ ስያሜ ለዉጥ ውጭ ምንም አይነት ውጫዊ ገፅታም ሆነ ውስጣዊ የማሽኑ አካላት ላይ ለውጥ አልተደረገም።
  
• ኦርጅናል መለዋወጫ፣ አስተማማኝ፣ ቀልጣፋና እና ተደራሽነት ያለው የጥገና አገልግሎት መለያችን ናቸው።

ማይ ዊሽ ኢንተርፕራይዝ ኃላ/የተ/የግ/ማ ቴሌግራም ቻናላችንን ይቀላቀሉ፡ https://t.me/MYWISHENT  
+251-913-356384  +251-912-710661  +251-910-626917  +251-928-414395 
+251-911-606068  +251-922-475851  +251-935-409319  +251-911-602664",2023-06-03 12:50:39+00:00
54,"#ብርሃን_ባንክ

የብርሃን ኢንተርኔት ባንኪንግ አገልግሎትን ለማግኘት https://berhanonline.et 👈👈ሊንኩን በመጫን ካሉበት ሆነው ክፍያ፤ ገንዘብ ማስተላለፍ እና መሰል ጉዳይዎትን በምቾት ይከውኑ! 
ተጨማሪ መረጃዎችን ለማግኘት አቅራቢያዎ በሚገኙ የባንኩ ቅርንጫፎች  ጎራ ይበሉ
#internetbanking #Stressfreebanking #berhanbank #bank #finance #bankinethiopia",2023-06-03 12:50:27+00:00
55,"መንግሥት ምን አለ ?

መንግሥት በታላቁ አንዋር መስጂድ "" ሃይማኖትን ሽፋን በማድረግ ሕገ-መንግሥታዊ ሥርዓቱን ለማፍረስ "" የሚንቀሳቀሱ #የሴራ_ቡድኖች የሰላቱን ሰላማዊ ሥነ-ሥርዓት ለማስከበር በተሰማሩ የፀጥታ አካላት ላይ ጉዳት በማድረስ በተነሳ ረብሻ የሰው ህይወት መጥፋቱን እና ጉዳት መድረሱን ገለፀ።

የፀጥታና ደህንነት የጋራ ግብረ-ኃይል ዛሬ ምሽት መግለጫ ሰጥቷል።
 
በመግለጫው ፤ ዛሬ ግንቦት 25 ቀን 2015 ዓ.ም በአዲስ አበባ በሁሉም ክፍለ ከተሞች በሚገኙ መስጅዶች የተካሄደው የጁምአ ሶላት በሰላም ተጠናቋል ብሏል።

በታላቁ አንዋር መስጅድ የጁምዓ ሶላት በሰላም ተጠናቆ ህዝብ ሙስሊሙ እየተመለሰ ባለበት ሁኔታ ሀይማኖትን ሽፋን በማድረግ "" ሕገ-መንግሥታዊ ሥርዓቱን ለማፍረስ "" የሚንቀሳቀሱ #የሴራ_ቡድኖች የሰላቱን ሰላማዊ ሥነ-ሥርዓት ለማስከበር በተሰማሩ የፀጥታ አካላት ላይ ጉዳት ለማድረስ በተነሳ ረብሻ የሦስት ሰዎች ህይወት ሲያልፍ በተወሰኑ ሰዎች ላይ የአካል ጉዳት ደርሷል ብሏል።

በንብረት ላይም እስከ አሁን ግምቱ ያልተወቀ ኪሳራ ደርሷል ያለው ግብረኃይሉ ለፀጥታ ሥራ በተሰማሩ 63 የፖሊስ አመራር እና አባላት ላይ ቀላል እና ከባድ የአካል ጉዳት መድረሱን ገልጿል።

ግብረ ኃይሉ "" ፀረ-ሰላም ኃይሎች "" ሲል የጠራቸው አካላት የእምነቱ ተከታዮች በህጋዊ መንገድ ያቀረቡትን ጥያቄ በመጥለፍ የራሳቸውን እኩይ ዓላማ ለማሳካት ረብሻውን ወደ ሌሎች አካባቢዎች  ለማዛመት ያደረጉት ጥረት የፀጥታ ኃይሉ፣ ህዝበ ሙስሊሙ እና የሀይማኖቱ አባቶች በጋራ በመሆን ባደረጉት ርብርብ መቆጣጠር ተችሏል ብሏል።

ግብረ-ኃይሉ ፤ የከተማውን ብሎም የሀገሪቱን ሠላምና ደህንነት ለማስከበር የጀመረውን ህግ የማስከበር ሥራ #አጠናክሮ እንደሚቀጥል ገልጿል።

የደረሰውን አጠቃላይ ጉዳት እና በህገ-ወጥ ተግባሩ ላይ የተሳተፉ "" ፀረ-ሰላም ኃይሎች "" ላይ የጀመረውን ምርመራም በመቀጠል በቀጣይ ውጤቱን ለህዝቡ ይፋ እንደሚያደርግ አስታውቋል።

@tikvahethiopia",2023-06-02 18:29:02+00:00
56,,2023-06-02 18:29:01+00:00
57,"#Update

"" በአንዋር መስጂድ የነበሩ በቁጥር እጅግ በርካታ ሰዎች በሰላም እንዲወጡ ተደርጓል "" - የአዲስ አበባ እስልምና ጉዳዮች ከፍተኛ ም/ቤት

የአዲስ አበባ እስልምና ጉዳዮች ከፍተኛ ም/ቤት ፕሬዝዳንት ሸይኽ ሱልጣን አማን ኤባ እና የበላይ አመራሮች በአንዋር መስጂድ ከደረሱበት ጊዜ ጀምሮ ከፍተኛ የማረጋጋት ስራ በመስራት አንድ ሸሂድ (መስዋእት) የሆነ ሙስሊም እና ጉዳት የደረሰባቸውን ወደ ሆስፒታል እንዲሄዱ ማድረጋቸውን ም/ቤቱ አሳውቋል።

የጁመዓ ሰላት ለመስገድ በአንዋር መስጂድ የተገኙና በተፈጠረው ችግር ምክንያት በመስጂዱ ቅጥር ጊቢ ውስጥ ታግተው የቆዩ ምእመናንም ወደየቤታቸው #በሰላም ሸኝተዋል።

አንድም ሰው እንዳልቀረ ካረጋገጡ በኃላ አመራሮቹ የመስጂዱን ቅጥር ጊቢ ለቀው መውጣታቸው ተገልጿል።

ከፍተኛ ም/ቤቱ ፤ "" ለሞቱት ጀነት እንዲወፍቃቸው፣ ለቤተሰቦቻቸው እና ለመላው ሙስሊም ማህበረሰብ ለተጎዱትም ቶሎ ማገገምን ይቸር ዘንድ አላህን እንጠይቃለን "" ብሏል።

በቀጣይ ህዝበ ሙስሊሙ እየተፈፀሙበት ያለውን አላግባብ የመብት ጥሰቶች በተገቢው መልኩ መፍትሄ ያገኝ ዘንድ በኢትዮጵያ እስልምና ጉዳዮች ጠቅላይ ም/ቤት ጠቅላላ ጉበኤ ውሳኔ መሰረት የተቋቋመውን ዘጠኝ አባላት ያሉት ኮሚቴን እና የአዲስ አበባ እስልምና ጉዳዮች ከፍተኛ ም/ቤት የሚሰጠውን አቅጣጫ እንደ መሪ ተቋም በማክበር ተግባራዊ እንዲያደርግ ጥሪ ቀርቧል።

መረጃው የአዲስ አበባ እስልምና ጉዳዮች ከፍተኛ ም/ቤት ነው።

@tikvahethiopia",2023-06-02 16:56:47+00:00
58,,2023-06-02 16:56:47+00:00
59,"#Update

በታላቁ አንዋር መስጂድ በሰላማዊ ምእመናን ላይ የደረሰውን ጉዳት ተከትሎ የኢትዮጵያ እስልምና ጉዳዮች ጠቅላይ ምክር ቤት ሼይኽ ሐጂ ኢብራሒም ቱፋ ከሚመለከተው የፌደራል ፓሊስ ኮሚሽን ጋር የተፈጠረውን ቀውስ ለማረጋጋት እና ባስቸኳይ የተጎዱትን ለማትረፍ በሚቻልበት መንገድ ላይ እየተነጋገሩ መቆየታቸው ተሰምቷል።

በተፈፀመው ጥቃት ጉዳት የደረሰባቸው ምዕመናን የህክምና እርዳታ እንዲያገኙ ወደ ሆስፒታል እንዲወሰዱ አምቡላስ ወደ  ቦታው እንዲደርስ እያደረጉ ይገኛሉም ተብሏል።

ታላቁ አንዋር መስጂድ ከውጥረት ነፃ እንዲሆን ፣በመስጂዱ ውስጥ የሚገኙ ምዕመናንም በሰላም ወደቤታቸው እንዲገቡ የአዲስ አበባ እስልምና ጉዳዮች ከፍተኛ ምክር ቤት ፕሬዝደንት ሼይኽ ሱልጣን አማንን ጨምሮ ሶስት ከፍተኛ አመራሮች ከመጅሊሱ ተወክለው ወደ ቦታው በማምራት ከፀጥታ ኃይሉ ጋር ይህን ተፈፃሚ እንዲሆን እየሰሩ ይገኛሉ ተብሏል።

ከሁሉም ነገር በፊት #ሰብኣዊነት መቅደም ስለሚኖርበት የተጎዱትን ወደ ህክምና ቦታ ለማድረስ እና በመስጂዱ ያሉ ምዕመናን በሰላም ወደቤታቸው እንዲገቡ ለማድረግ በሚደረገው ጥረት በአንዋር መስጂድ እና በዙርያው ያለው የፀጥታ ኀይልም ይህ ተፈፃሚ እንዲሆን የበኩሉን ሓላፊነት እንዲወጣ ጥሪ ቀርቧል።

(ኡስታዝ አቡበከር አህመድ)

@tikvahethiopia",2023-06-02 15:48:53+00:00
60,,2023-06-02 15:48:53+00:00
61,"ሸይኽ ሱልጣን አማን ኤባ አንዋር መስጂድ ይገኛሉ።

የአዲስ አበባ እስልምና ጉዳዮች ከፍተኛ ም/ቤት ፕሬዝዳንት ሸይኽ ሱልጣን አማን ኤባ በአሁን ሰአት አንዋር መስጂድ እንደሚገኙ ተገልጿል።

ሸይኽ ሱልጣን አማን ኤባ ከሚመለከተው አካል ጋር በመነጋገር በሰዎች ላይ የሚደርሱ ችግሮች እንዳይባባሱ እና በመስጂዱ ጊቢ ውስጥ የሚገኙትን ሰዎች በሰላም ወደ ቤታቸው እንዲሄዱ ለማድረግ ጥረት እያደረጉ ይገኛሉ ሲል ከፍተኛ ምክር ቤቱ አሳውቋል።

@tikvahethiopia",2023-06-02 15:44:30+00:00
62,,2023-06-02 15:44:30+00:00
63,"#Update

ራያ ዩኒቨርሲቲ ተማሪዎች በአካል ቀርበው እንዲመዘገቡ ጥሪ አቀረበ።

ራያ ዩኒቨርሲቲ በመደበኛና ተከታታይ ትምህርት መርሐ ግብር ትምህርታቸውን ለመከታተል ቀደም ሲል ዩኒቨርሲቲዉ ባወጣዉ ማስታወቅያ መሰረት የተመዘገቡ (የዩኒቨርሲቲዉና ከሌሎች ከፍተኛ ትምህርት ተቋማት ያመለከቱ) ተማሪዎች ሰኔ 6 እና 7 / 2015 ዓ.ም በራያ ዩኒቨርሲቲ ሬጅስትራርና አልሙናይ ዳይሬክቶሬት በአካል በመገኘት እንዲመዘገቡ ጥሪ አቅርቧል።

@tikvahethiopia",2023-06-02 14:59:10+00:00
64,,2023-06-02 14:59:10+00:00
65,"#Update

ኡስታዝ ሐሰን ታጁ (አምባሳደር) ፤ "" የኃይል እርምጃ  በየትኛዉም መመዘኛ ተቀባይነት የለዉም "" አሉ።

ኡስታዝ ሐሰን "" በዛሬዉ ዕለት በታላቁ አንዋር መስጂድና በሌሎች  መስጂዶች የመንግስት የጸጥታ ሀይሎች የወሰዱት የንጹሀን ዜጎችን ህይወት የቀጠፈና ያቆሰለ የሀይል እርምጃ  በየትኛዉም መመዘኛ ተቀባይነት የለዉም "" ብለዋል።

"" እንዲህ ዓይነት ያልተገቡ እርምጃዎች ቀዉስን በማባባስና የማህበረሰቡን ምሬት በመጨመር በሀገር ላይ አደጋ የሚደቅኑ አላስፈላጊ ዉጤቶችን ሊያስከትሉ እንደሚችሉ የሚመለከተው አካል ሊረዳ በተገባ ነበር፡፡ "" ሲሉ ገልጸዋል።

@tikvahethiopia",2023-06-02 14:37:40+00:00
66,,2023-06-02 14:37:40+00:00
67,""" የፀጥታ ኃይሎች ቀውሱን ከሚያባብሱ እርምጃዎች ሊቆጠቡ ይገባል "" - ኡስታዝ አቡበከር አህመድ

ኡስታዝ አቡበክር አህመድ ፤ ዛሬ ከጁሙዓ በኋላ በንፁሃን ሰጋጆች ላይ በተወሰደው የኃይል እርምጃ በርካታ ሙስሊሞች ላይ ጉዳት መድረሱን ገለፁ።

ከአንድ ሰዓት በፊት ባሰራጩት መልዕክታቸው ፤ የህክምና እርዳታ ማግኘት ያልቻሉ ብዙ መሆናቸውንና ይህንን ቀውስ ለመፍታት በአስቸኳይ አምቡላንስ መግባት እንዳለበት አሳስበዋል።

"" የፀጥታ ኃይሎች ቀውሱን ከሚያባብሱ እርምጃዎች በመቆጠብ ወደቦታው የመጅሊስ አመራሮች እና የሙስሊሙ የማህበረሰብ መሪዎች እንዲገቡና መረጋጋት እንዲፈጥሩ ሊፈቅዱ ይገባል "" ብለዋል።

በጥይት ተመትተው ደማቸው እየፈሰሱ ያሉ ሙስሊሞች እርዳታ ሊያገኙ ይገባል ሲሉ አስገንዝበዋል።

በሌላ በኩል ፤ ለጁምዓ ሰላት ወደ አንዋር መስጂድ ገብተው ከመስጂድ ውስጥ እንዳይወጡ መንገድ የተዘጋባቸው ምዕመናን እስካሁን መውጣት እንዳልቻሉ ተነግሯል።

የተለያዩ ተፅዕኖ ፈጣሪ ሙስሊም ምሁራን  በአካባቢው ተገኝተው የማረጋጋት ስራና በመስጂድ ውስጥ ያሉትን ምዕመናን ለማስለቀቅ ሙከራ እያደረጉ መሆኑን ዛውያ ቴሌቪዥን ዘግቧል።

በአንዋር መስጂድ ውስጥ የሚገኙ ምዕመናን የአስር ሰላታቸውን በሰላተል ኸውፍ ዲናዊ ስርአት ሰግደው በመስጂድ ውስጥ ተቀምጠው ይገኛሉ ተብሏል።

ሰዓቱ እየመሸ ስለሆነ መጅሊስ እና የሚመለከተው አካል ሁሉ የበኩሉን እንዲወጣና መንገዱ ተከፍቶ እንዲወጡ እንዲደረግ ጥሪ ቀርቧል።

@tikvahethiopia",2023-06-02 14:23:06+00:00
68,,2023-06-02 14:23:06+00:00
